10150268.xml	DDI-MedLine.d78.s0	NO_SECTION	NO_SETID	9
2	10	18	O	infusions
3	20	22	O	can
4	24	27	O	only
5	29	30	O	be
6	32	40	O	envisaged
7	42	43	O	in
8	45	53	O	intensive
9	55	58	O	care
10	60	64	O	units
11	66	69	O	with
12	71	77	O	careful
13	79	88	O	monitoring
14	90	91	O	of
15	93	97	O	pulse
16	98	98	O	,
17	100	107	O	arterial
18	109	116	O	pressure
19	117	117	O	,
20	119	122	O	deep
21	124	129	O	tendon
22	131	138	O	reflexes
23	139	139	O	,
24	141	146	O	hourly
25	148	155	O	diuresis
26	156	156	O	,
27	158	174	O	electrocardiogram
28	176	178	O	and
29	180	190	O	respiratory
30	192	201	O	recordings
NULL

7786695.xml	DDI-MedLine.d103.s13	NO_SECTION	NO_SETID	16
High oral magnesium doses besides their laxative action may bring latent complications which may reduce lifespan.
1	0	3	O	High
2	5	8	O	oral
3	10	18	U-UNK	magnesium
4	20	24	O	doses
5	26	32	O	besides
6	34	38	O	their
7	40	47	O	laxative
8	49	54	O	action
9	56	58	O	may
10	60	64	O	bring
11	66	71	O	latent
12	73	85	O	complications
13	87	91	O	which
14	93	95	O	may
15	97	102	O	reduce
16	104	111	O	lifespan
NULL

7786695.xml	DDI-MedLine.d103.s14	NO_SECTION	NO_SETID	20
There may remain some indications of the laxative and antacid properties of non soluble magnesium, particularly during intermittent haemodialysis.
1	0	4	O	There
2	6	8	O	may
3	10	15	O	remain
4	17	20	O	some
5	22	32	O	indications
6	34	35	O	of
7	37	39	O	the
8	41	48	O	laxative
9	50	52	O	and
10	54	60	O	antacid
11	62	71	O	properties
12	73	74	O	of
13	76	78	O	non
14	80	86	O	soluble
15	88	96	U-UNK	magnesium
16	97	97	O	,
17	99	110	O	particularly
18	112	117	O	during
19	119	130	O	intermittent
20	132	144	O	haemodialysis
NULL

7786695.xml	DDI-MedLine.d103.s15	NO_SECTION	NO_SETID	24
Lastly local use of the mucocutaneous and cytoprotective properties of magnesium is still valid, in cardioplegic solutions and for preservation of transplants particularly.
1	0	5	O	Lastly
2	7	11	O	local
3	13	15	O	use
4	17	18	O	of
5	20	22	O	the
6	24	36	O	mucocutaneous
7	38	40	O	and
8	42	55	O	cytoprotective
9	57	66	O	properties
10	68	69	O	of
11	71	79	U-UNK	magnesium
12	81	82	O	is
13	84	88	O	still
14	90	94	O	valid
15	95	95	O	,
16	97	98	O	in
17	100	111	B-UNK	cardioplegic
18	113	121	L-UNK	solutions
19	123	125	O	and
20	127	129	O	for
21	131	142	O	preservation
22	144	145	O	of
23	147	157	O	transplants
24	159	170	O	particularly
NULL

7794883.xml	DDI-MedLine.d20.s0	NO_SECTION	NO_SETID	14
Interaction between glycine and glutamate in the development of spontaneous motility in chick embryos.
1	0	10	O	Interaction
2	12	18	O	between
3	20	26	U-UNK	glycine
4	28	30	O	and
5	32	40	U-UNK	glutamate
6	42	43	O	in
7	45	47	O	the
8	49	59	O	development
9	61	62	O	of
10	64	74	O	spontaneous
11	76	83	O	motility
12	85	86	O	in
13	88	92	O	chick
14	94	100	O	embryos
NULL

7794883.xml	DDI-MedLine.d20.s1	NO_SECTION	NO_SETID	30
In this study we investigated whether also glycine fulfils the function as co-activator in glutamatergic activation of NMDA receptors in the neuronal apparatus of spontaneous motility in chick embryos.
1	0	1	O	In
2	3	6	O	this
3	8	12	O	study
4	14	15	O	we
5	17	28	O	investigated
6	30	36	O	whether
7	38	41	O	also
8	43	49	U-UNK	glycine
9	51	57	O	fulfils
10	59	61	O	the
11	63	70	O	function
12	72	73	O	as
13	75	76	O	co
14	78	86	O	activator
15	88	89	O	in
16	91	103	O	glutamatergic
17	105	114	O	activation
18	116	117	O	of
19	119	122	O	NMDA
20	124	132	O	receptors
21	134	135	O	in
22	137	139	O	the
23	141	148	O	neuronal
24	150	158	O	apparatus
25	160	161	O	of
26	163	173	O	spontaneous
27	175	182	O	motility
28	184	185	O	in
29	187	191	O	chick
30	193	199	O	embryos
NULL

7794883.xml	DDI-MedLine.d20.s2	NO_SECTION	NO_SETID	14
The successive application of glycine (5 or 10 mg/kg egg weight (e.w.)
1	0	2	O	The
2	4	13	O	successive
3	15	25	O	application
4	27	28	O	of
5	30	36	U-UNK	glycine
6	39	39	O	5
7	41	42	O	or
8	44	45	O	10
9	47	48	O	mg
10	49	49	O	/
11	50	51	O	kg
12	53	55	O	egg
13	57	62	O	weight
14	65	67	O	e.w
NULL

7794883.xml	DDI-MedLine.d20.s3	NO_SECTION	NO_SETID	7
and glutamate (15 mg/kg e.w.)
1	0	2	O	and
2	4	12	U-UNK	glutamate
3	15	16	O	15
4	18	19	O	mg
5	20	20	O	/
6	21	22	O	kg
7	24	26	O	e.w
NULL

7794883.xml	DDI-MedLine.d20.s4	NO_SECTION	NO_SETID	47
The successive application of glycine (5 or 10 mg/kg egg weight (e.w.) and glutamate (15 mg/kg e.w.) in a 10 min interval significantly increased the activation of spontaneous motility of 17-day-old chick embryos in comparison with the effect of glutamate alone.
1	0	2	O	The
2	4	13	O	successive
3	15	25	O	application
4	27	28	O	of
5	30	36	U-UNK	glycine
6	39	39	O	5
7	41	42	O	or
8	44	45	O	10
9	47	48	O	mg
10	49	49	O	/
11	50	51	O	kg
12	53	55	O	egg
13	57	62	O	weight
14	65	67	O	e.w
15	71	73	O	and
16	75	83	U-UNK	glutamate
17	86	87	O	15
18	89	90	O	mg
19	91	91	O	/
20	92	93	O	kg
21	95	97	O	e.w
22	101	102	O	in
23	104	104	O	a
24	106	107	O	10
25	109	111	O	min
26	113	120	O	interval
27	122	134	O	significantly
28	136	144	O	increased
29	146	148	O	the
30	150	159	O	activation
31	161	162	O	of
32	164	174	O	spontaneous
33	176	183	O	motility
34	185	186	O	of
35	188	189	O	17
36	191	193	O	day
37	195	197	O	old
38	199	203	O	chick
39	205	211	O	embryos
40	213	214	O	in
41	216	225	O	comparison
42	227	230	O	with
43	232	234	O	the
44	236	241	O	effect
45	243	244	O	of
46	246	254	U-UNK	glutamate
47	256	260	O	alone
NULL

7794883.xml	DDI-MedLine.d20.s5	NO_SECTION	NO_SETID	13
This effect did not depend on the order of application of the drugs.
1	0	3	O	This
2	5	10	O	effect
3	12	14	O	did
4	16	18	O	not
5	20	25	O	depend
6	27	28	O	on
7	30	32	O	the
8	34	38	O	order
9	40	41	O	of
10	43	53	O	application
11	55	56	O	of
12	58	60	O	the
13	62	66	O	drugs
NULL

7794883.xml	DDI-MedLine.d20.s6	NO_SECTION	NO_SETID	12
In 13-day-old embryos, glycine was ineffective in both doses.
1	0	1	O	In
2	3	4	O	13
3	6	8	O	day
4	10	12	O	old
5	14	20	O	embryos
6	21	21	O	,
7	23	29	U-UNK	glycine
8	31	33	O	was
9	35	45	O	ineffective
10	47	48	O	in
11	50	53	O	both
12	55	59	O	doses
NULL

7794883.xml	DDI-MedLine.d20.s7	NO_SECTION	NO_SETID	40
It is concluded from these results that the modulatory effect of glycine is evidently a later developmental acquisition (after day 15 of incubation) in the embryogenesis of NMDA-ergic activation of spontaneous motility in chick embryos similarly as glycinergic inhibition.
1	0	1	O	It
2	3	4	O	is
3	6	14	O	concluded
4	16	19	O	from
5	21	25	O	these
6	27	33	O	results
7	35	38	O	that
8	40	42	O	the
9	44	53	O	modulatory
10	55	60	O	effect
11	62	63	O	of
12	65	71	U-UNK	glycine
13	73	74	O	is
14	76	84	O	evidently
15	86	86	O	a
16	88	92	O	later
17	94	106	O	developmental
18	108	118	O	acquisition
19	121	125	O	after
20	127	129	O	day
21	131	132	O	15
22	134	135	O	of
23	137	146	O	incubation
24	149	150	O	in
25	152	154	O	the
26	156	168	O	embryogenesis
27	170	171	O	of
28	173	176	O	NMDA
29	178	182	O	ergic
30	184	193	O	activation
31	195	196	O	of
32	198	208	O	spontaneous
33	210	217	O	motility
34	219	220	O	in
35	222	226	O	chick
36	228	234	O	embryos
37	236	244	O	similarly
38	246	247	O	as
39	249	259	O	glycinergic
40	261	270	O	inhibition
NULL

7798493.xml	DDI-MedLine.d94.s0	NO_SECTION	NO_SETID	12
Evidence for reduction of norepinephrine uptake sites in the failing human heart.
1	0	7	O	Evidence
2	9	11	O	for
3	13	21	O	reduction
4	23	24	O	of
5	26	39	U-UNK	norepinephrine
6	41	46	O	uptake
7	48	52	O	sites
8	54	55	O	in
9	57	59	O	the
10	61	67	O	failing
11	69	73	O	human
12	75	79	O	heart
NULL

7798493.xml	DDI-MedLine.d94.s2	NO_SECTION	NO_SETID	30
This study investigated the role of neuronal uptake of norepinephrine (uptake-1) in human heart failure as a local factor for altering concentrations of norepinephrine at the cardiac myocyte membranes.
1	0	3	O	This
2	5	9	O	study
3	11	22	O	investigated
4	24	26	O	the
5	28	31	O	role
6	33	34	O	of
7	36	43	O	neuronal
8	45	50	O	uptake
9	52	53	O	of
10	55	68	U-UNK	norepinephrine
11	71	76	O	uptake
12	78	78	O	1
13	81	82	O	in
14	84	88	O	human
15	90	94	O	heart
16	96	102	O	failure
17	104	105	O	as
18	107	107	O	a
19	109	113	O	local
20	115	120	O	factor
21	122	124	O	for
22	126	133	O	altering
23	135	148	O	concentrations
24	150	151	O	of
25	153	166	O	norepinephrine
26	168	169	O	at
27	171	173	O	the
28	175	181	O	cardiac
29	183	189	O	myocyte
30	191	199	O	membranes
NULL

7798493.xml	DDI-MedLine.d94.s4	NO_SECTION	NO_SETID	9
Several beta-adrenergic neuroeffector defects occur in heart failure.
1	0	6	O	Several
2	8	11	O	beta
3	13	22	O	adrenergic
4	24	36	O	neuroeffector
5	38	44	O	defects
6	46	50	O	occur
7	52	53	O	in
8	55	59	O	heart
9	61	67	O	failure
NULL

7798493.xml	DDI-MedLine.d94.s5	NO_SECTION	NO_SETID	11
Whether an alteration in norepinephrine uptake-1 occurs is still unresolved.
1	0	6	O	Whether
2	8	9	O	an
3	11	20	O	alteration
4	22	23	O	in
5	25	38	U-UNK	norepinephrine
6	40	45	O	uptake
7	47	47	O	1
8	49	54	O	occurs
9	56	57	O	is
10	59	63	O	still
11	65	74	O	unresolved
NULL

7798493.xml	DDI-MedLine.d94.s7	NO_SECTION	NO_SETID	25
The role of norepinephrine uptake-1 was studied in electrically stimulated (1 Hz, 37 degrees C) human ventricular cardiac preparations and isolated myocardial membranes.
1	0	2	O	The
2	4	7	O	role
3	9	10	O	of
4	12	25	U-UNK	norepinephrine
5	27	32	O	uptake
6	34	34	O	1
7	36	38	O	was
8	40	46	O	studied
9	48	49	O	in
10	51	62	O	electrically
11	64	73	O	stimulated
12	76	76	O	1
13	78	79	O	Hz
14	80	80	O	,
15	82	83	O	37
16	85	91	O	degrees
17	93	93	O	C
18	96	100	O	human
19	102	112	O	ventricular
20	114	120	O	cardiac
21	122	133	O	preparations
22	135	137	O	and
23	139	146	O	isolated
24	148	157	O	myocardial
25	159	167	O	membranes
NULL

7798493.xml	DDI-MedLine.d94.s9	NO_SECTION	NO_SETID	20
The effectiveness of norepinephrine in increasing the force of contraction was decreased in relation to the degree of heart failure.
1	0	2	O	The
2	4	16	O	effectiveness
3	18	19	O	of
4	21	34	U-UNK	norepinephrine
5	36	37	O	in
6	39	48	O	increasing
7	50	52	O	the
8	54	58	O	force
9	60	61	O	of
10	63	73	O	contraction
11	75	77	O	was
12	79	87	O	decreased
13	89	90	O	in
14	92	99	O	relation
15	101	102	O	to
16	104	106	O	the
17	108	113	O	degree
18	115	116	O	of
19	118	122	O	heart
20	124	130	O	failure
NULL

7798493.xml	DDI-MedLine.d94.s10	NO_SECTION	NO_SETID	31
In contrast, the potency of norepinephrine was increased in failing hearts (New York Heart Association functional class IV) in relation to the concentrations producing 50% of the maximal effect (EC50).
1	0	1	O	In
2	3	10	O	contrast
3	11	11	O	,
4	13	15	O	the
5	17	23	O	potency
6	25	26	O	of
7	28	41	U-UNK	norepinephrine
8	43	45	O	was
9	47	55	O	increased
10	57	58	O	in
11	60	66	O	failing
12	68	73	O	hearts
13	76	78	O	New
14	80	83	O	York
15	85	89	O	Heart
16	91	101	O	Association
17	103	112	O	functional
18	114	118	O	class
19	120	121	O	IV
20	124	125	O	in
21	127	134	O	relation
22	136	137	O	to
23	139	141	O	the
24	143	156	O	concentrations
25	158	166	O	producing
26	168	170	O	50%
27	172	173	O	of
28	175	177	O	the
29	179	185	O	maximal
30	187	192	O	effect
31	195	198	O	EC50
NULL

7798493.xml	DDI-MedLine.d94.s11	NO_SECTION	NO_SETID	34
The EC50 values for isoproterenol, which is not a substrate for norepinephrine uptake-1, were reduced in myocardium in functional classes II to III and IV compared with those in nonfailing myocardium.
1	0	2	O	The
2	4	7	O	EC50
3	9	14	O	values
4	16	18	O	for
5	20	32	U-UNK	isoproterenol
6	33	33	O	,
7	35	39	O	which
8	41	42	O	is
9	44	46	O	not
10	48	48	O	a
11	50	58	O	substrate
12	60	62	O	for
13	64	77	U-UNK	norepinephrine
14	79	84	O	uptake
15	86	86	O	1
16	87	87	O	,
17	89	92	O	were
18	94	100	O	reduced
19	102	103	O	in
20	105	114	O	myocardium
21	116	117	O	in
22	119	128	O	functional
23	130	136	O	classes
24	138	139	O	II
25	141	142	O	to
26	144	146	O	III
27	148	150	O	and
28	152	153	O	IV
29	155	162	O	compared
30	164	167	O	with
31	169	173	O	those
32	175	176	O	in
33	178	187	O	nonfailing
34	189	198	O	myocardium
NULL

7798493.xml	DDI-MedLine.d94.s12	NO_SECTION	NO_SETID	30
The uptake inhibitors cocaine and desipramine (3 mumol/liter) potentiated the positive inotropic effects of norepinephrine in nonfailing myocardium (p < 0.05) but not in functional class IV myocardium.
1	0	2	O	The
2	4	9	O	uptake
3	11	20	O	inhibitors
4	22	28	U-UNK	cocaine
5	30	32	O	and
6	34	44	U-UNK	desipramine
7	47	47	O	3
8	49	53	O	mumol
9	54	54	O	/
10	55	59	O	liter
11	62	72	O	potentiated
12	74	76	O	the
13	78	85	O	positive
14	87	95	O	inotropic
15	97	103	O	effects
16	105	106	O	of
17	108	121	U-UNK	norepinephrine
18	123	124	O	in
19	126	135	O	nonfailing
20	137	146	O	myocardium
21	149	149	O	p
22	151	151	O	<
23	153	156	O	0.05
24	159	161	O	but
25	163	165	O	not
26	167	168	O	in
27	170	179	O	functional
28	181	185	O	class
29	187	188	O	IV
30	190	199	O	myocardium
NULL

7798493.xml	DDI-MedLine.d94.s13	NO_SECTION	NO_SETID	38
Radioligand binding experiments using the uptake inhibitor hydrogen-3 mazindol revealed a significant decrease by approximately 30% in norepinephrine uptake-1 carrier density in functional classes II to III and IV myocardium versus nonfailing myocardium (p < 0.05).
1	0	10	O	Radioligand
2	12	18	O	binding
3	20	30	O	experiments
4	32	36	O	using
5	38	40	O	the
6	42	47	O	uptake
7	49	57	O	inhibitor
8	59	66	O	hydrogen
9	68	68	O	3
10	70	77	U-UNK	mazindol
11	79	86	O	revealed
12	88	88	O	a
13	90	100	O	significant
14	102	109	O	decrease
15	111	112	O	by
16	114	126	O	approximately
17	128	130	O	30%
18	132	133	O	in
19	135	148	U-UNK	norepinephrine
20	150	155	O	uptake
21	157	157	O	1
22	159	165	O	carrier
23	167	173	O	density
24	175	176	O	in
25	178	187	O	functional
26	189	195	O	classes
27	197	198	O	II
28	200	201	O	to
29	203	205	O	III
30	207	209	O	and
31	211	212	O	IV
32	214	223	O	myocardium
33	225	230	O	versus
34	232	241	O	nonfailing
35	243	252	O	myocardium
36	255	255	O	p
37	257	257	O	<
38	259	262	O	0.05
NULL

7798493.xml	DDI-MedLine.d94.s15	NO_SECTION	NO_SETID	22
In human heart failure, there is a presynaptic defect in the sympathetic nervous system, leading to reduced uptake-1 activity.
1	0	1	O	In
2	3	7	O	human
3	9	13	O	heart
4	15	21	O	failure
5	22	22	O	,
6	24	28	O	there
7	30	31	O	is
8	33	33	O	a
9	35	45	O	presynaptic
10	47	52	O	defect
11	54	55	O	in
12	57	59	O	the
13	61	71	O	sympathetic
14	73	79	O	nervous
15	81	86	O	system
16	87	87	O	,
17	89	95	O	leading
18	97	98	O	to
19	100	106	O	reduced
20	108	113	O	uptake
21	115	115	O	1
22	117	124	O	activity
NULL

7798493.xml	DDI-MedLine.d94.s16	NO_SECTION	NO_SETID	28
This defect in the failing heart can be mimicked by the effects of uptake blocking agents, such as cocaine and desipramine, in the nonfailing heart only.
1	0	3	O	This
2	5	10	O	defect
3	12	13	O	in
4	15	17	O	the
5	19	25	O	failing
6	27	31	O	heart
7	33	35	O	can
8	37	38	O	be
9	40	47	O	mimicked
10	49	50	O	by
11	52	54	O	the
12	56	62	O	effects
13	64	65	O	of
14	67	72	O	uptake
15	74	81	O	blocking
16	83	88	O	agents
17	89	89	O	,
18	91	94	O	such
19	96	97	O	as
20	99	105	U-UNK	cocaine
21	107	109	O	and
22	111	121	U-UNK	desipramine
23	122	122	O	,
24	124	125	O	in
25	127	129	O	the
26	131	140	O	nonfailing
27	142	146	O	heart
28	148	151	O	only
NULL

7798493.xml	DDI-MedLine.d94.s17	NO_SECTION	NO_SETID	16
Compromised norepinephrine uptake-1 in functional class IV cannot be further increased by cocaine and desipramine.
1	0	10	O	Compromised
2	12	25	U-UNK	norepinephrine
3	27	32	O	uptake
4	34	34	O	1
5	36	37	O	in
6	39	48	O	functional
7	50	54	O	class
8	56	57	O	IV
9	59	64	O	cannot
10	66	67	O	be
11	69	75	O	further
12	77	85	O	increased
13	87	88	O	by
14	90	96	U-UNK	cocaine
15	98	100	O	and
16	102	112	U-UNK	desipramine
NULL

7798493.xml	DDI-MedLine.d94.s18	NO_SECTION	NO_SETID	16
The pathophysiologic consequences could be an increased synaptic concentration of norepinephrine predisposing to adenylyl cyclase desensitization.
1	0	2	O	The
2	4	19	O	pathophysiologic
3	21	32	O	consequences
4	34	38	O	could
5	40	41	O	be
6	43	44	O	an
7	46	54	O	increased
8	56	63	O	synaptic
9	65	77	O	concentration
10	79	80	O	of
11	82	95	U-UNK	norepinephrine
12	97	108	O	predisposing
13	110	111	O	to
14	113	120	O	adenylyl
15	122	128	O	cyclase
16	130	144	O	desensitization
NULL

8521984.xml	DDI-MedLine.d14.s1	NO_SECTION	NO_SETID	17
It was established that both angiotensins inhibited gastric acid secretion stimulated by pentagastrin but not by histamine.
1	0	1	O	It
2	3	5	O	was
3	7	17	O	established
4	19	22	O	that
5	24	27	O	both
6	29	40	O	angiotensins
7	42	50	O	inhibited
8	52	58	O	gastric
9	60	63	O	acid
10	65	73	O	secretion
11	75	84	O	stimulated
12	86	87	O	by
13	89	100	U-UNK	pentagastrin
14	102	104	O	but
15	106	108	O	not
16	110	111	O	by
17	113	121	U-UNK	histamine
NULL

8521984.xml	DDI-MedLine.d14.s2	NO_SECTION	NO_SETID	37
Comparative analysis of the effects of stimulation and inhibition of cholino- and adrenoreceptors on this inhibitory action of angiotensins suggested the mediation of angiotensin influence through the modulation of cholinergic reactions of parietal cells in the stomach.
1	0	10	O	Comparative
2	12	19	O	analysis
3	21	22	O	of
4	24	26	O	the
5	28	34	O	effects
6	36	37	O	of
7	39	49	O	stimulation
8	51	53	O	and
9	55	64	O	inhibition
10	66	67	O	of
11	69	75	O	cholino
12	78	80	O	and
13	82	96	O	adrenoreceptors
14	98	99	O	on
15	101	104	O	this
16	106	115	O	inhibitory
17	117	122	O	action
18	124	125	O	of
19	127	138	U-UNK	angiotensins
20	140	148	O	suggested
21	150	152	O	the
22	154	162	O	mediation
23	164	165	O	of
24	167	177	U-UNK	angiotensin
25	179	187	O	influence
26	189	195	O	through
27	197	199	O	the
28	201	210	O	modulation
29	212	213	O	of
30	215	225	O	cholinergic
31	227	235	O	reactions
32	237	238	O	of
33	240	247	O	parietal
34	249	253	O	cells
35	255	256	O	in
36	258	260	O	the
37	262	268	O	stomach
NULL

8542840.xml	DDI-MedLine.d90.s0	NO_SECTION	NO_SETID	8
Interaction of gentamycin and atracurium in anaesthetised horses.
1	0	10	O	Interaction
2	12	13	O	of
3	15	24	U-UNK	gentamycin
4	26	28	O	and
5	30	39	U-UNK	atracurium
6	41	42	O	in
7	44	56	O	anaesthetised
8	58	63	O	horses
NULL

8542840.xml	DDI-MedLine.d90.s1	NO_SECTION	NO_SETID	26
Evoked hind limb digital extensor tension (hoof twitch) was maintained at 40% of baseline for 1 h by atracurium infusion in 7 horses anaesthetised with halothane.
1	0	5	O	Evoked
2	7	10	O	hind
3	12	15	O	limb
4	17	23	O	digital
5	25	32	O	extensor
6	34	40	O	tension
7	43	46	O	hoof
8	48	53	O	twitch
9	56	58	O	was
10	60	69	O	maintained
11	71	72	O	at
12	74	76	O	40%
13	78	79	O	of
14	81	88	O	baseline
15	90	92	O	for
16	94	94	O	1
17	96	96	O	h
18	98	99	O	by
19	101	110	U-UNK	atracurium
20	112	119	O	infusion
21	121	122	O	in
22	124	124	O	7
23	126	131	O	horses
24	133	145	O	anaesthetised
25	147	150	O	with
26	152	160	U-UNK	halothane
NULL

8542840.xml	DDI-MedLine.d90.s2	NO_SECTION	NO_SETID	15
After 1 h, atracurium was discontinued and hoof twitch allowed to recover to 75%.
1	0	4	O	After
2	6	6	O	1
3	8	8	O	h
4	9	9	O	,
5	11	20	U-UNK	atracurium
6	22	24	O	was
7	26	37	O	discontinued
8	39	41	O	and
9	43	46	O	hoof
10	48	53	O	twitch
11	55	61	O	allowed
12	63	64	O	to
13	66	72	O	recover
14	74	75	O	to
15	77	79	O	75%
NULL

8542840.xml	DDI-MedLine.d90.s3	NO_SECTION	NO_SETID	25
Atracurium was again given by infusion to maintain 40% twitch for a second hour, then 2 mg gentamycin/kg bwt were given i.v.
1	0	9	U-UNK	Atracurium
2	11	13	O	was
3	15	19	O	again
4	21	25	O	given
5	27	28	O	by
6	30	37	O	infusion
7	39	40	O	to
8	42	49	O	maintain
9	51	53	O	40%
10	55	60	O	twitch
11	62	64	O	for
12	66	66	O	a
13	68	73	O	second
14	75	78	O	hour
15	79	79	O	,
16	81	84	O	then
17	86	86	O	2
18	88	89	O	mg
19	91	100	U-UNK	gentamycin
20	101	101	O	/
21	102	103	O	kg
22	105	107	O	bwt
23	109	112	O	were
24	114	118	O	given
25	120	122	O	i.v
NULL

8542840.xml	DDI-MedLine.d90.s4	NO_SECTION	NO_SETID	21
Atracurium infusion was continued for a third hour, and then hoof twitch was again allowed to recover spontaneously to 75%.
1	0	9	U-UNK	Atracurium
2	11	18	O	infusion
3	20	22	O	was
4	24	32	O	continued
5	34	36	O	for
6	38	38	O	a
7	40	44	O	third
8	46	49	O	hour
9	50	50	O	,
10	52	54	O	and
11	56	59	O	then
12	61	64	O	hoof
13	66	71	O	twitch
14	73	75	O	was
15	77	81	O	again
16	83	89	O	allowed
17	91	92	O	to
18	94	100	O	recover
19	102	114	O	spontaneously
20	116	117	O	to
21	119	121	O	75%
NULL

8542840.xml	DDI-MedLine.d90.s5	NO_SECTION	NO_SETID	27
Gentamycin reduced twitch strength from 40 +/- 1% (mean +/- sem) to 29 +/- 4% within 7.0 +/- 1.5 min (P = 0.02).
1	0	9	U-UNK	Gentamycin
2	11	17	O	reduced
3	19	24	O	twitch
4	26	33	O	strength
5	35	38	O	from
6	40	41	O	40
7	43	43	O	+
8	44	44	O	/
9	47	48	O	1%
10	51	54	O	mean
11	56	56	O	+
12	57	57	O	/
13	60	62	O	sem
14	65	66	O	to
15	68	69	O	29
16	71	71	O	+
17	72	72	O	/
18	75	76	O	4%
19	78	83	O	within
20	85	87	O	7.0
21	89	89	O	+
22	90	90	O	/
23	93	95	O	1.5
24	97	99	O	min
25	102	102	O	P
26	104	104	O	=
27	106	109	O	0.02
NULL

8542840.xml	DDI-MedLine.d90.s6	NO_SECTION	NO_SETID	14
